"user","name","party","blok","variable","value"
"AnneValentina","Anne Valentina Berthelsen","F","red","likes_mean_t10",1.2
"AstridCaroee","Astrid Carøe","F","red","likes_mean_t10",33.1
"rasmusnordqvist","rasmus nordqvist 🏳️‍🌈","F","red","likes_mean_t10",0.7
"JakobEllemann","Jakob Ellemann-Jensen","V","blue","likes_mean_t10",318.8
"Martin_Geertsen","Martin Geertsen","V","blue","likes_mean_t10",26.7
"JanEJoergensen","Jan E. Jørgensen","V","blue","likes_mean_t10",39.8
"sophieloehde","Sophie Løhde","V","blue","likes_mean_t10",35.4
"AnneStergaa","Anne Honoré Østergaard","V","blue","likes_mean_t10",0
"AnniMatthiesen","Anni Matthiesen","V","blue","likes_mean_t10",0.2
"BHaarder","Bertel Haarder","V","blue","likes_mean_t10",60.6
"CKissmeyer","Carsten Kissmeyer","V","blue","likes_mean_t10",2.6
"ChristofferMels","Christoffer Melson","V","blue","likes_mean_t10",2.9
"EllenTraneNorby","Ellen Trane Nørby","V","blue","likes_mean_t10",1.3
"ErlingBonnesen","Erling Bonnesen","V","blue","likes_mean_t10",4
"EvaKjerHansen","Eva Kjer Hansen","V","blue","likes_mean_t10",4.8
"fatmaoektem","Fatma Øktem","V","blue","likes_mean_t10",0.5
"HansAndersenV","Hans Andersen","V","blue","likes_mean_t10",26.8
"HaChrSchmidt","Hans Christian Schmidt","V","blue","likes_mean_t10",108.5
"bankHeidi","Heidi Bank","V","blue","likes_mean_t10",0.6
"jacobjensenMF","Jacob Jensen","V","blue","likes_mean_t10",3.9
"JaneHeitmann","Jane Heitmann","V","blue","likes_mean_t10",7.8
"EllemannKaren","Karen Ellemann","V","blue","likes_mean_t10",2.4
"LauritzenK","Karsten Lauritzen","V","blue","likes_mean_t10",15
"KD_Mikkelsen","Kenneth Mikkelsen","V","blue","likes_mean_t10",4.8
"kimvalentinDK","Kim Valentin","V","blue","likes_mean_t10",2.6
"kplorentzen","Kr. Pihl Lorentzen","V","blue","likes_mean_t10",9.6
"larsclilleholt","Lars Chr. Lilleholt","V","blue","likes_mean_t10",27.2
"LouiseElholm","Louise Schack Elholm","V","blue","likes_mean_t10",10.3
"madsfuglede","Mads Fuglede","V","blue","likes_mean_t10",14.5
"marie_bjerre","Marie Bjerre","V","blue","likes_mean_t10",49.6
"MarkGrossmannV","Mark Grossmann","V","blue","likes_mean_t10",0.6
"MarleneAmbo","Marlene Ambo-Rasmussen","V","blue","likes_mean_t10",2.5
"michaelaastrup","Michael Aastrup Jensen","V","blue","likes_mean_t10",5.8
"MortenDahlin","Morten Dahlin","V","blue","likes_mean_t10",38.6
"PeterJuelJensen","Peter Juel Jensen","V","blue","likes_mean_t10",0.7
"Sten_Knuth","Stén Knuth, Idrætsordfører Venstre","V","blue","likes_mean_t10",6.8
"ThDanielsen","Thomas Danielsen","V","blue","likes_mean_t10",0.3
"Torstenschack","Torsten Schack","V","blue","likes_mean_t10",10.5
"troelslundp","Troels Lund Poulsen","V","blue","likes_mean_t10",67.9
"Ulla_Tornaes","Ulla Tørnæs","V","blue","likes_mean_t10",6.2
"larsloekke","Lars Løkke Rasmussen","MF","blue","likes_mean_t10",80.7
"SorenPape","Søren Pape Poulsen","C","blue","tweets_t10",9
"metteabildgaard","Mette Abildgaard","C","blue","tweets_t10",2
"RasmusJarlov","Rasmus Jarlov","C","blue","tweets_t10",0
"JuulMona","Mona Juul","C","blue","tweets_t10",2
"PerLarsenC","Per Larsen","C","blue","tweets_t10",8
"_MaiMercado","Mai Mercado","C","blue","tweets_t10",2
"BirgitteBergman","Birgitte Bergman","C","blue","tweets_t10",4
"brittbager","Britt Bager","C","blue","tweets_t10",1
"Ammitzboell_K","KatarinaAmmitzboell","C","blue","tweets_t10",9
"Kristianthdahl","Kristian Thulesen Dahl","O","blue","tweets_t10",8
"MrMesserschmidt","Morten Messerschmidt","O","blue","tweets_t10",6
"mfMorten","Morten Bødskov","A","red","tweets_t10",7
"espersendf","Søren Espersen","O","blue","tweets_t10",4
"skaarup_df","Peter Skaarup","O","blue","tweets_t10",10
"Pia_Kjaersgaard","Pia Kjærsgaard","O","blue","tweets_t10",5
"AdsbolAdsbl","Karina Adsbøl","O","blue","tweets_t10",3
"LiseBech","Lise Bech 🇩🇰","O","blue","tweets_t10",3
"BentGsted","Bent Bøgsted","O","blue","tweets_t10",7
"ReneChr67108814","Rene’ Christensen","O","blue","tweets_t10",5
"JThulesen","J H Thulesen Dahl","O","blue","tweets_t10",6
"flydtkjaer","Dennis Flydtkjær","O","blue","tweets_t10",1
"MarieKrarup","Marie Krarup","O","blue","tweets_t10",2
"Hans_Kr_Skibby","Hans Kristian Skibby","O","blue","tweets_t10",3
"MaiVilladsen","Mai Villadsen","EL","red","tweets_t10",5
"SorenEggeRasmus","Søren Egge Rasmussen","EL","red","tweets_t10",5
"VictoriaV_EL","Victoria Velásquez","EL","red","tweets_t10",2
"EvaFlyvholm","Eva Flyvholm","EL","red","tweets_t10",3
"pederhvelplund","Peder Hvelplund","EL","red","tweets_t10",6
"ChristianJuhl2","Christian Juhl","EL","red","tweets_t10",7
"RuneLundEL","Rune Lund","EL","red","tweets_t10",1
"PSkipperEL","Pernille Skipper","EL","red","tweets_t10",1
"JakobSoelvhoej","Jakob Sølvhøj","EL","red","tweets_t10",4
"RosaLundEl","Rosa Lund","EL","red","tweets_t10",6
"jonasholmdk","Jonas Holm 🇺🇦","Q","neutral","tweets_t10",3
"jonasholmdk","Jonas Holm","Q","neutral","tweets_t10",3
"AlexVanopslagh","Alex Vanopslagh","I","blue","tweets_t10",1
"SociologenHD","Henrik Dahl","I","blue","tweets_t10",8
"olebirkolesen","Ole Birk Olesen","I","blue","tweets_t10",1
"LBMathiesen","Lars Boje Mathiesen","D","blue","tweets_t10",2
"ThiesenMette","Mette Thiesen","D","blue","tweets_t10",10
"PernilleVermund","Pernille Vermund","D","blue","tweets_t10",9
"peter_seier","Peter Seier Christensen","D","blue","tweets_t10",10
"FrkCallesen","Anne Sophie Callesen","B","red","tweets_t10",4
"mariannejelved","Marianne Jelved","B","red","tweets_t10",8
"SamiraNawa","Samira Nawa","B","red","tweets_t10",1
"rohde_jens","Jens Rohde","B","red","tweets_t10",9
"kronborgsusan","Susan Kronborg","B","red","tweets_t10",5
"martinlidegaard","Martin Lidegaard","B","red","tweets_t10",6
"KathrineOlldag","Kathrine Olldag","B","red","tweets_t10",1
"sofiecn","Sofie Carsten Nielsen","B","red","tweets_t10",3
"a_steenberg","Andreas Steenberg","B","red","tweets_t10",3
"rvthorholm","Christina Thorholm","B","red","tweets_t10",1
"KatrineRobsoe","Katrine Robsøe","B","red","tweets_t10",1
"rasmushelveg","Rasmus Helveg","B","red","tweets_t10",0
"stinuslindgreen","Stinus Lindgreen","B","red","tweets_t10",0
"zeniastampe","Zenia Stampe","B","red","tweets_t10",1
"LotteRod","Lotte Rod","B","red","tweets_t10",5
"IdaAuken","Ida Auken","A","red","tweets_t10",2
"Trinebramsen","Trine Bramsen","A","red","tweets_t10",0
"BjBrandenborg","Bjørn Brandenborg","A","red","tweets_t10",0
"bressendorff","Brian Bressendorff","A","red","tweets_t10",2
"JeppeBruus","Jeppe Bruus","A","red","tweets_t10",0
"KaareDybvad","Kaare Dybvad","A","red","tweets_t10",0
"BennyEngelbrech","Benny Engelbrecht","A","red","tweets_t10",3
"CamFabricius","Camilla Fabricius","A","red","tweets_t10",1
"MetteGjerskov","Mette Gjerskov","A","red","tweets_t10",5
"AlexanderGrandt","Alexander Grandt","A","red","tweets_t10",2
"HavOrla","Orla Hav","A","red","tweets_t10",6
"PHummelgaard","Peter Hummelgaard","A","red","tweets_t10",1
"MFThomasJensen","Thomas Jensen","A","red","tweets_t10",1
"LahnLeif","Leif Lahn Jensen","A","red","tweets_t10",9
"Jens_Joel","Jens Joel","A","red","tweets_t10",2
"janjohansen16",NA,"A","red","tweets_t10",NA
"DanJoergensen","Dan Jørgensen","A","red","tweets_t10",3
"SandKjaer","Kasper Sand Kjær","A","red","tweets_t10",4
"AndersKronborg","Anders Kronborg","A","red","tweets_t10",4
"rasmushorn","Rasmus Horn Langhoff","A","red","tweets_t10",2
"MalteLarsen","Malte Larsen","A","red","tweets_t10",1
"LarssonTanja","Tanja Larsson","A","red","tweets_t10",1
"Heunicke","Magnus Heunicke","A","red","tweets_t10",5
"RosenkrantzT","Rosenkrantz-Theil","A","red","tweets_t10",1
"simonkollerup","Simon Kollerup","A","red","tweets_t10",1
"MogensJensenS","Mogens Jensen","A","red","tweets_t10",6
"AneHalsboe","Ane Halsboe","A","red","tweets_t10",0
"RabjergMadsen","Chr Rabjerg Madsen","A","red","tweets_t10",2
"mattiastesfaye","Mattias Tesfaye","A","red","tweets_t10",2
"Astridkrag","Astrid Krag","A","red","tweets_t10",1
"Bjarne_Laustsen",NA,"A","red","tweets_t10",NA
"annette_lind","Annette Lind","A","red","tweets_t10",4
"FlemmingMM","Flemming Møller Mortensen","A","red","tweets_t10",5
"Henrikm86712011","Henrik møller","A","red","tweets_t10",5
"Paulin_Anne","Anne Paulin","A","red","tweets_t10",1
"Jesper_Pet","Jesper Petersen","A","red","tweets_t10",0
"RasmusPrehn","Rasmus Prehn","A","red","tweets_t10",6
"lars_aslan","Lars Aslan","A","red","tweets_t10",5
"RavnTroels","Troels Ravn","A","red","tweets_t10",1
"KasperRoug","Kasper Roug","A","red","tweets_t10",3
"JulieSkovsby","Julie Skovsby","A","red","tweets_t10",0
"RStoklund","Rasmus Stoklund","A","red","tweets_t10",1
"birgitte_vind","Birgitte Vind","A","red","tweets_t10",4
"NWammen","Nicolai Wammen","A","red","tweets_t10",8
"LeaWermelin","Lea Wermelin","A","red","tweets_t10",0
"PiaOlsen","Pia Olsen Dyhr","F","red","tweets_t10",0
"khoenge","Karsten Hønge","F","red","tweets_t10",0
"jacobmark_sf","Jacob Mark","F","red","tweets_t10",2
"LisbethBNielsen","Lisbeth Bech-Nielsen","F","red","tweets_t10",1
"TrineTorp","Trine Schøning Torp","F","red","tweets_t10",1
"KirstenNormann","Kirsten Normann","F","red","tweets_t10",1
"MF_K_Lorentzen","Karina Lorentzen D.","F","red","tweets_t10",1
"signe_munk","Signe Munk","F","red","tweets_t10",4
"Carl__Valentin","Carl Valentin","F","red","tweets_t10",2
"charlottebroman","Charlotte Mølbæk","F","red","tweets_t10",2
"Halime9Oguz","Halime Oguz","F","red","tweets_t10",1
"AnneValentina","Anne Valentina Berthelsen","F","red","tweets_t10",0
"AstridCaroee","Astrid Carøe","F","red","tweets_t10",2
"rasmusnordqvist","rasmus nordqvist 🏳️‍🌈","F","red","tweets_t10",0
"JakobEllemann","Jakob Ellemann-Jensen","V","blue","tweets_t10",8
"Martin_Geertsen","Martin Geertsen","V","blue","tweets_t10",4
"JanEJoergensen","Jan E. Jørgensen","V","blue","tweets_t10",5
"sophieloehde","Sophie Løhde","V","blue","tweets_t10",1
"AnneStergaa","Anne Honoré Østergaard","V","blue","tweets_t10",0
"AnniMatthiesen","Anni Matthiesen","V","blue","tweets_t10",1
"BHaarder","Bertel Haarder","V","blue","tweets_t10",3
"CKissmeyer","Carsten Kissmeyer","V","blue","tweets_t10",3
"ChristofferMels","Christoffer Melson","V","blue","tweets_t10",1
"EllenTraneNorby","Ellen Trane Nørby","V","blue","tweets_t10",0
"ErlingBonnesen","Erling Bonnesen","V","blue","tweets_t10",1
"EvaKjerHansen","Eva Kjer Hansen","V","blue","tweets_t10",8
"fatmaoektem","Fatma Øktem","V","blue","tweets_t10",0
"HansAndersenV","Hans Andersen","V","blue","tweets_t10",6
"HaChrSchmidt","Hans Christian Schmidt","V","blue","tweets_t10",1
"bankHeidi","Heidi Bank","V","blue","tweets_t10",0
"jacobjensenMF","Jacob Jensen","V","blue","tweets_t10",2
"JaneHeitmann","Jane Heitmann","V","blue","tweets_t10",3
"EllemannKaren","Karen Ellemann","V","blue","tweets_t10",1
"LauritzenK","Karsten Lauritzen","V","blue","tweets_t10",7
"KD_Mikkelsen","Kenneth Mikkelsen","V","blue","tweets_t10",5
"kimvalentinDK","Kim Valentin","V","blue","tweets_t10",6
"kplorentzen","Kr. Pihl Lorentzen","V","blue","tweets_t10",3
"larsclilleholt","Lars Chr. Lilleholt","V","blue","tweets_t10",7
"LouiseElholm","Louise Schack Elholm","V","blue","tweets_t10",1
"madsfuglede","Mads Fuglede","V","blue","tweets_t10",2
"marie_bjerre","Marie Bjerre","V","blue","tweets_t10",7
"MarkGrossmannV","Mark Grossmann","V","blue","tweets_t10",2
"MarleneAmbo","Marlene Ambo-Rasmussen","V","blue","tweets_t10",1
"michaelaastrup","Michael Aastrup Jensen","V","blue","tweets_t10",3
"MortenDahlin","Morten Dahlin","V","blue","tweets_t10",6
"PeterJuelJensen","Peter Juel Jensen","V","blue","tweets_t10",8
"Sten_Knuth","Stén Knuth, Idrætsordfører Venstre","V","blue","tweets_t10",2
"ThDanielsen","Thomas Danielsen","V","blue","tweets_t10",0
"Torstenschack","Torsten Schack","V","blue","tweets_t10",0
"troelslundp","Troels Lund Poulsen","V","blue","tweets_t10",9
"Ulla_Tornaes","Ulla Tørnæs","V","blue","tweets_t10",3
"larsloekke","Lars Løkke Rasmussen","MF","blue","tweets_t10",2
"SorenPape","Søren Pape Poulsen","C","blue","comments_t10",1
"metteabildgaard","Mette Abildgaard","C","blue","comments_t10",2
"RasmusJarlov","Rasmus Jarlov","C","blue","comments_t10",7
"JuulMona","Mona Juul","C","blue","comments_t10",7
"PerLarsenC","Per Larsen","C","blue","comments_t10",2
"_MaiMercado","Mai Mercado","C","blue","comments_t10",3
"BirgitteBergman","Birgitte Bergman","C","blue","comments_t10",5
"brittbager","Britt Bager","C","blue","comments_t10",1
"Ammitzboell_K","KatarinaAmmitzboell","C","blue","comments_t10",1
"Kristianthdahl","Kristian Thulesen Dahl","O","blue","comments_t10",1
"MrMesserschmidt","Morten Messerschmidt","O","blue","comments_t10",2
"mfMorten","Morten Bødskov","A","red","comments_t10",0
"espersendf","Søren Espersen","O","blue","comments_t10",1
"skaarup_df","Peter Skaarup","O","blue","comments_t10",0
"Pia_Kjaersgaard","Pia Kjærsgaard","O","blue","comments_t10",0
"AdsbolAdsbl","Karina Adsbøl","O","blue","comments_t10",6
"LiseBech","Lise Bech 🇩🇰","O","blue","comments_t10",5
"BentGsted","Bent Bøgsted","O","blue","comments_t10",0
"ReneChr67108814","Rene’ Christensen","O","blue","comments_t10",0
"JThulesen","J H Thulesen Dahl","O","blue","comments_t10",1
"flydtkjaer","Dennis Flydtkjær","O","blue","comments_t10",6
"MarieKrarup","Marie Krarup","O","blue","comments_t10",0
"Hans_Kr_Skibby","Hans Kristian Skibby","O","blue","comments_t10",0
"MaiVilladsen","Mai Villadsen","EL","red","comments_t10",3
"SorenEggeRasmus","Søren Egge Rasmussen","EL","red","comments_t10",4
"VictoriaV_EL","Victoria Velásquez","EL","red","comments_t10",0
"EvaFlyvholm","Eva Flyvholm","EL","red","comments_t10",3
"pederhvelplund","Peder Hvelplund","EL","red","comments_t10",2
"ChristianJuhl2","Christian Juhl","EL","red","comments_t10",1
"RuneLundEL","Rune Lund","EL","red","comments_t10",0
"PSkipperEL","Pernille Skipper","EL","red","comments_t10",2
"JakobSoelvhoej","Jakob Sølvhøj","EL","red","comments_t10",2
"RosaLundEl","Rosa Lund","EL","red","comments_t10",4
"jonasholmdk","Jonas Holm 🇺🇦","Q","neutral","comments_t10",6
"jonasholmdk","Jonas Holm","Q","neutral","comments_t10",6
"AlexVanopslagh","Alex Vanopslagh","I","blue","comments_t10",4
"SociologenHD","Henrik Dahl","I","blue","comments_t10",2
"olebirkolesen","Ole Birk Olesen","I","blue","comments_t10",8
"LBMathiesen","Lars Boje Mathiesen","D","blue","comments_t10",8
"ThiesenMette","Mette Thiesen","D","blue","comments_t10",0
"PernilleVermund","Pernille Vermund","D","blue","comments_t10",1
"peter_seier","Peter Seier Christensen","D","blue","comments_t10",0
"FrkCallesen","Anne Sophie Callesen","B","red","comments_t10",3
"mariannejelved","Marianne Jelved","B","red","comments_t10",0
"SamiraNawa","Samira Nawa","B","red","comments_t10",5
"rohde_jens","Jens Rohde","B","red","comments_t10",1
"kronborgsusan","Susan Kronborg","B","red","comments_t10",3
"martinlidegaard","Martin Lidegaard","B","red","comments_t10",0
"KathrineOlldag","Kathrine Olldag","B","red","comments_t10",9
"sofiecn","Sofie Carsten Nielsen","B","red","comments_t10",4
"a_steenberg","Andreas Steenberg","B","red","comments_t10",2
"rvthorholm","Christina Thorholm","B","red","comments_t10",0
"KatrineRobsoe","Katrine Robsøe","B","red","comments_t10",1
"rasmushelveg","Rasmus Helveg","B","red","comments_t10",6
"stinuslindgreen","Stinus Lindgreen","B","red","comments_t10",9
"zeniastampe","Zenia Stampe","B","red","comments_t10",5
"LotteRod","Lotte Rod","B","red","comments_t10",2
"IdaAuken","Ida Auken","A","red","comments_t10",1
"Trinebramsen","Trine Bramsen","A","red","comments_t10",3
"BjBrandenborg","Bjørn Brandenborg","A","red","comments_t10",1
"bressendorff","Brian Bressendorff","A","red","comments_t10",4
"JeppeBruus","Jeppe Bruus","A","red","comments_t10",4
"KaareDybvad","Kaare Dybvad","A","red","comments_t10",7
"BennyEngelbrech","Benny Engelbrecht","A","red","comments_t10",5
"CamFabricius","Camilla Fabricius","A","red","comments_t10",5
"MetteGjerskov","Mette Gjerskov","A","red","comments_t10",5
"AlexanderGrandt","Alexander Grandt","A","red","comments_t10",5
"HavOrla","Orla Hav","A","red","comments_t10",4
"PHummelgaard","Peter Hummelgaard","A","red","comments_t10",2
"MFThomasJensen","Thomas Jensen","A","red","comments_t10",7
"LahnLeif","Leif Lahn Jensen","A","red","comments_t10",0
"Jens_Joel","Jens Joel","A","red","comments_t10",4
"janjohansen16",NA,"A","red","comments_t10",NA
"DanJoergensen","Dan Jørgensen","A","red","comments_t10",0
"SandKjaer","Kasper Sand Kjær","A","red","comments_t10",1
"AndersKronborg","Anders Kronborg","A","red","comments_t10",4
"rasmushorn","Rasmus Horn Langhoff","A","red","comments_t10",1
"MalteLarsen","Malte Larsen","A","red","comments_t10",1
"LarssonTanja","Tanja Larsson","A","red","comments_t10",6
"Heunicke","Magnus Heunicke","A","red","comments_t10",3
"RosenkrantzT","Rosenkrantz-Theil","A","red","comments_t10",4
"simonkollerup","Simon Kollerup","A","red","comments_t10",0
"MogensJensenS","Mogens Jensen","A","red","comments_t10",4
"AneHalsboe","Ane Halsboe","A","red","comments_t10",0
"RabjergMadsen","Chr Rabjerg Madsen","A","red","comments_t10",4
"mattiastesfaye","Mattias Tesfaye","A","red","comments_t10",2
"Astridkrag","Astrid Krag","A","red","comments_t10",1
"Bjarne_Laustsen",NA,"A","red","comments_t10",NA
"annette_lind","Annette Lind","A","red","comments_t10",1
"FlemmingMM","Flemming Møller Mortensen","A","red","comments_t10",1
"Henrikm86712011","Henrik møller","A","red","comments_t10",1
"Paulin_Anne","Anne Paulin","A","red","comments_t10",4
"Jesper_Pet","Jesper Petersen","A","red","comments_t10",5
"RasmusPrehn","Rasmus Prehn","A","red","comments_t10",0
"lars_aslan","Lars Aslan","A","red","comments_t10",2
"RavnTroels","Troels Ravn","A","red","comments_t10",7
"KasperRoug","Kasper Roug","A","red","comments_t10",0
"JulieSkovsby","Julie Skovsby","A","red","comments_t10",0
"RStoklund","Rasmus Stoklund","A","red","comments_t10",4
"birgitte_vind","Birgitte Vind","A","red","comments_t10",2
"NWammen","Nicolai Wammen","A","red","comments_t10",0
"LeaWermelin","Lea Wermelin","A","red","comments_t10",6
"PiaOlsen","Pia Olsen Dyhr","F","red","comments_t10",2
"khoenge","Karsten Hønge","F","red","comments_t10",6
"jacobmark_sf","Jacob Mark","F","red","comments_t10",1
"LisbethBNielsen","Lisbeth Bech-Nielsen","F","red","comments_t10",1
"TrineTorp","Trine Schøning Torp","F","red","comments_t10",1
"KirstenNormann","Kirsten Normann","F","red","comments_t10",1
"MF_K_Lorentzen","Karina Lorentzen D.","F","red","comments_t10",7
"signe_munk","Signe Munk","F","red","comments_t10",4
"Carl__Valentin","Carl Valentin","F","red","comments_t10",0
"charlottebroman","Charlotte Mølbæk","F","red","comments_t10",1
"Halime9Oguz","Halime Oguz","F","red","comments_t10",5
"AnneValentina","Anne Valentina Berthelsen","F","red","comments_t10",6
"AstridCaroee","Astrid Carøe","F","red","comments_t10",1
"rasmusnordqvist","rasmus nordqvist 🏳️‍🌈","F","red","comments_t10",3
"JakobEllemann","Jakob Ellemann-Jensen","V","blue","comments_t10",0
"Martin_Geertsen","Martin Geertsen","V","blue","comments_t10",5
"JanEJoergensen","Jan E. Jørgensen","V","blue","comments_t10",4
"sophieloehde","Sophie Løhde","V","blue","comments_t10",2
"AnneStergaa","Anne Honoré Østergaard","V","blue","comments_t10",1
"AnniMatthiesen","Anni Matthiesen","V","blue","comments_t10",0
"BHaarder","Bertel Haarder","V","blue","comments_t10",7
"CKissmeyer","Carsten Kissmeyer","V","blue","comments_t10",0
"ChristofferMels","Christoffer Melson","V","blue","comments_t10",2
